Platform,Year_of_Release,User_Score
PC,2004,7.2
3DS,2015,
PSP,2009,
PSP,2006,8.1
PS3,2016,
PS,1998,
PSP,2008,tbd
PS2,2009,
XB,2002,tbd
DS,2008,
PS2,2005,6.5
PS2,2006,
DC,2000,
XB,2005,tbd
PC,2004,
PSP,2007,4.6
XB,2005,
PC,2009,6.8
PS3,2007,
PC,2011,8.4
GBA,2002,tbd
DS,2007,
PC,2006,
PSP,2011,
PSP,2010,
DS,2010,
PS2,2009,
XB,2003,tbd
PS2,2006,
Wii,2009,
DS,2008,8.2
PS2,2004,
DS,2010,tbd
PS2,2006,
PS2,2005,tbd
PSP,2012,
DS,2007,tbd
PC,2016,7
PS,1996,
PC,2016,3.5
GBA,2003,
XB,2003,8
DS,2006,tbd
PS4,2017,
GEN,1994,
XB,2004,8.4
DS,2004,
PS2,2007,
XOne,2016,8
X360,2016,tbd
PSV,2015,8
DS,2010,tbd
X360,2010,
GBA,2001,
3DS,2013,
PC,2008,8.5
PSP,2009,
X360,2016,6.5
PC,2009,tbd
PS,1999,
DS,2009,tbd
PS4,2016,
3DS,2015,
PC,2009,7.1
PSP,,
Wii,2009,tbd
PSP,2006,6.8
PC,2003,7.7
DS,2009,
DS,2007,tbd
DS,2010,
PSV,2016,
Wii,2009,tbd
GBA,2006,tbd
PSP,2010,
GBA,2003,tbd
DS,2005,
DS,2008,
PC,2008,7.7
XB,2003,
PS2,2007,
PC,2010,7.9
DS,2008,tbd
PS2,2006,
XB,2006,7.4
DS,,
3DS,2016,
PS2,2003,8.9
DS,2007,
PS3,2010,tbd
PSP,2012,
GEN,1994,
DS,2011,
PSP,2012,
DS,2011,
DS,2009,
WiiU,2013,
PC,2007,8.1
PS3,2013,7.1
PSV,2015,
PSP,,tbd
3DS,2011,
PS2,2006,tbd
DS,2009,
Wii,2008,
3DS,2014,
3DS,2016,
GBA,2001,tbd
PS3,2013,
PSV,2016,
PS3,2010,
PC,2016,4.8
DS,2008,tbd
XB,2005,tbd
3DS,2016,
PC,2007,8.1
PS4,2016,
Wii,2010,tbd
PS4,2014,7.5
PS3,2012,
DS,2004,
PS4,2014,5.1
XB,2002,9
DS,2009,
DS,2010,tbd
PSP,2009,
PS2,2004,
SAT,1998,
PC,2013,7.5
PSP,2006,6
GBA,2005,
X360,2009,
PSP,2012,
DS,2008,
DS,2011,tbd
GBA,2002,
PSP,2007,
GBA,2003,
XB,2006,8
PC,2011,4
PC,2007,7.9
PS2,2006,
PSV,2015,
GBA,2005,
PC,2016,
GBA,2002,8
3DS,2012,tbd
PS2,2006,
GBA,2006,
PC,2011,6
PC,2008,2.5
PSV,2016,
PS3,2012,
PC,1998,8.7
PC,2006,7.2
PS3,2007,
PS2,2002,tbd
GC,2005,tbd
Wii,2007,
GBA,2003,tbd
PS3,2011,
3DS,2012,
PS,1998,
PC,2006,8.8
DS,2006,
PS2,2009,
PS4,2016,6.9
PC,2009,7
PS2,2006,
GBA,,8
PC,2010,7.5
PC,1998,9.2
PS2,2002,
PSP,2008,tbd
GC,2003,
DS,2008,tbd
3DS,2015,tbd
GBA,2001,tbd
PC,2003,8.6
GC,2003,7.3
3DS,2015,
PS4,2016,
DS,2011,
WS,2001,
PS2,2003,9
PC,2005,
XB,2005,6.5
PS2,2007,4
Wii,2007,
PS2,2007,
PS2,2004,7.8
PS2,2004,8.7
PSP,2005,7.8
DS,2008,
PS,1996,
3DS,2013,
PC,2014,tbd
GC,2005,8.8
WiiU,2014,5.2
X360,2006,8
PS3,2011,
GBA,2005,
PS3,2009,4.9
GEN,1993,
3DS,2014,
PSP,2011,
GBA,2001,
PSP,2009,
GBA,2002,
PSP,2006,
PSP,2013,
Wii,,tbd
GC,2003,tbd
DS,2008,
PSP,2007,
DS,2008,tbd
PS4,2015,7.4
PS,2001,
PS3,2012,
PS2,2007,
PS3,2015,
PS,1996,
PS2,2007,
SNES,1994,
X360,2011,
DS,2008,
3DS,2015,
PC,2008,8.3
PS,1998,
PC,2011,6.8
PC,2006,8.5
GC,2003,3.4
GBA,2005,
3DS,2013,7.7
PC,2014,
PS,1995,
DS,2008,tbd
PSP,2009,
SNES,1994,
PS2,2002,7.5
Wii,2010,
PC,2011,tbd
DS,2009,
DS,2011,
WiiU,2015,
Wii,2007,tbd
DS,2011,tbd
DS,2008,
PSP,2006,
DS,2010,
PC,2006,
PS3,2011,
DS,2005,7
PS4,2016,tbd
PS,1996,
PC,2011,
PC,2001,
XB,2003,
Wii,2010,
GBA,2002,tbd
PS4,2015,tbd
PC,2011,tbd
Wii,2008,tbd
PS3,2015,
PC,2011,tbd
GBA,2006,6.9
X360,2008,
GBA,2002,5.7
3DS,2011,tbd
PSP,2006,6.4
PC,2001,
PS3,2014,
3DS,2013,
PSP,2006,7.1
3DS,2014,
WiiU,2012,
DS,2007,
PSP,2005,tbd
GBA,2005,5.4
DS,2010,tbd
PC,2010,7.5
PS3,2009,
DS,2007,
PS2,2009,
3DS,,
PC,2009,8
PS3,2015,
PC,2009,7.5
PS3,2012,
3DS,2015,
GC,2002,tbd
3DS,2013,
PSV,2015,tbd
3DS,2013,
PSP,2007,tbd
DS,2007,
PC,2016,
GC,2003,
PC,2016,6.1
PSV,2013,
PS2,2008,
PSP,2006,4.9
PS2,2006,
PS,2000,
3DS,2016,
PC,2010,6.6
DS,2008,
DS,2006,
PC,2006,6.7
DS,,
PS3,2012,
GBA,2005,
DS,2013,tbd
XOne,2015,
XB,2004,tbd
X360,2016,
PC,2007,tbd
PSP,2006,tbd
DS,2008,
PSP,2007,
PC,2009,tbd
3DS,2015,tbd
DS,2007,
GBA,2001,
PC,2009,8.2
X360,2009,tbd
DS,2010,
PS4,2016,
X360,,
DS,2012,tbd
DS,2008,tbd
PS2,2008,
SAT,1996,
3DS,2013,
PC,2016,6.3
DS,2007,tbd
PC,2012,8.3
SAT,1998,
Wii,2010,tbd
PS2,2008,
PS3,2011,
3DS,2012,
XB,2005,6.2
GBA,2005,tbd
PS4,2016,
PSV,2015,
PSV,2015,
PC,2009,8.1
DS,2007,tbd
DS,2010,tbd
DS,2010,tbd
DS,2007,tbd
PS2,2008,
PSP,2012,
DS,2008,
PSP,2010,7.2
PSP,2010,
SAT,1995,
DS,2008,5.4
PC,2016,8.7
PC,2014,6.8
PS3,2009,7.8
DS,2008,
PS4,2016,8
PC,2011,
PSV,2013,
DS,2009,tbd
PSV,2015,
Wii,2011,tbd
DS,2010,
PC,2006,8.6
PSP,2005,9.7
DS,2007,tbd
PSV,2016,
PS2,2007,
X360,2009,
3DS,2015,
PS3,2015,
PS3,2008,
X360,2015,8
PSV,2013,7.3
PS3,2014,5.9
PS3,2014,
X360,2015,
PS2,2006,5.8
GBA,2005,
DS,2009,tbd
PS,1996,
X360,2010,
SNES,1996,
PC,2012,
PSV,2014,
GC,2003,tbd
PSP,2006,6.1
PC,2007,3.3
PS3,2012,7.8
PSV,2015,
GC,2002,7.8
X360,2009,
SAT,1998,
PSP,2013,
SAT,1998,
GBA,2003,
GBA,2003,tbd
PSP,2013,
DS,2006,tbd
PC,2009,8.1
Wii,2007,
PSP,,
PSV,2015,
DS,2008,
DS,2010,
Wii,2010,tbd
PSP,2004,tbd
PSP,2010,
PSV,2015,
XB,2006,tbd
DS,2011,
PSP,2010,
DS,2007,tbd
PSV,2015,
PSV,2014,
PS2,2006,
PC,2009,7.8
PC,2011,
GC,2002,tbd
PS3,2014,
X360,2008,
PS2,2002,tbd
PC,1985,5.8
PS2,2010,
3DS,2012,8.8
PS3,2013,7.3
PC,2015,7.6
XOne,2015,
SAT,1998,
X360,2008,tbd
XOne,2014,5.4
DS,2009,
PC,2002,8.2
PS2,2009,
DS,2008,
PSV,2015,
PC,2010,tbd
PSP,2011,
X360,2013,
PSP,2009,
GEN,1994,
PSP,2008,tbd
PS3,2014,tbd
XB,2005,8.8
Wii,2009,7.3
DS,2008,
XB,2004,7
DS,2008,tbd
PS3,2009,
DS,2008,
PSP,2013,
PS2,2001,7.9
NG,1995,
DS,2008,
PC,2003,7.5
PS,1998,
Wii,2011,
PSV,2016,
PSP,2010,
PSP,2011,
PSP,2006,
PS4,2016,7.6
PC,2010,7.3
GBA,2006,
WiiU,2014,
PSP,2012,
PC,2007,7.9
PS3,2010,
WiiU,2012,5.2
PS,1999,
DS,2011,
PS2,2008,
PS2,2007,
PC,2005,8.4
GC,2003,
PSV,2014,
DS,2010,
DS,2011,
PS,1997,
PC,2011,6.7
3DS,2013,7.1
3DS,2012,
DS,2008,
PS2,2005,7.8
XB,2003,tbd
DS,2006,5.8
3DS,2014,tbd
PC,2003,8.3
PS,2001,
PC,2003,8.3
X360,2010,
X360,2015,
DS,2010,
PS2,2004,7.1
PC,2011,
PSP,2009,
PSV,2015,tbd
PSP,2008,
XB,,tbd
PS,1996,
PSP,2006,tbd
GBA,2002,9.3
DS,2007,
PSP,2007,7.8
PSP,2007,
PS,2001,tbd
GBA,2004,
PS2,2007,
GBA,2005,
PSP,2010,
DS,2008,
GBA,2004,tbd
DS,2008,tbd
N64,1998,
N64,1998,
N64,1999,
X360,2010,
PC,2004,9.1
GBA,2003,tbd
DS,2009,
PC,2013,8.1
PSP,2010,
DS,2007,
WiiU,2016,6.9
DS,2010,
SNES,1995,
GBA,2005,tbd
PSP,2008,
DS,2009,
PSP,2010,4.6
Wii,2010,tbd
PS3,2012,
PS2,2010,
PC,2005,7.1
PSP,2011,
DS,2007,tbd
PS,1998,
PS2,2007,
PS2,2009,
SNES,1995,
Wii,2007,
PS,1996,
PS2,2006,
PSP,2007,6.5
DS,2008,
PSV,2015,
XOne,2016,8.1
DS,2009,
PC,2009,5.8
PS2,,
PS,1995,
Wii,2008,tbd
PS3,2013,
GBA,2004,tbd
PC,2010,5.8
Wii,2010,tbd
PSV,2016,
PSP,2006,tbd
3DS,2016,
PS2,2008,
GBA,2005,7.5
DS,2006,
PC,1992,8.2
XB,2003,tbd
X360,2011,
GBA,2004,8
PSP,2010,tbd
PS,1997,
Wii,2010,
XB,2006,tbd
GBA,2003,tbd
XB,2005,tbd
PSV,2015,
PC,1988,2.2
PSP,2008,
PC,2009,6.1
PSV,2015,
Wii,2010,tbd
PSV,2015,
DS,2010,
DS,2010,
PC,2012,5.3
DS,2009,tbd
3DS,2015,
GBA,2005,4.2
PS2,2002,8.9
PCFX,1996,
PS3,2015,7.4
PS2,2008,
PSP,2011,
GBA,2001,tbd
PSV,2015,
DS,2007,
SNES,1995,
XB,2006,tbd
3DS,2015,tbd
PSP,2012,
PC,2008,8.2
PS3,2006,
PSP,2009,
PC,2014,6.9
PSP,2007,7.5
PC,2008,8.2
PSV,2015,
X360,2011,7.7
3DS,2014,
DS,2009,
PC,2012,6.8
PC,2007,7.4
PS2,2005,tbd
PC,2008,6.3
DS,2007,
PSP,2013,
XOne,2016,4.3
XB,2003,
DS,2007,
PS,1996,
DS,2008,
XB,2002,7.2
GC,2003,6.6
PC,2009,8.4
PS2,2006,
DS,2009,
PC,2009,
X360,2011,tbd
GBA,2002,7
DS,2008,tbd
XB,2004,tbd
PS3,2010,
GBA,2006,
DS,2009,
PSP,2012,
PSV,2014,
PSP,2010,
Wii,2015,tbd
PS3,2015,tbd
PC,2010,5.2
X360,,5.2
PC,2011,6.6
PSP,2006,8.5
DS,2010,
PS4,2016,
GBA,2003,8.6
PC,2004,
PSV,2016,
PS3,2011,
PSV,2015,
WiiU,2016,4.6
PS,2000,tbd
DS,2008,
X360,2010,
PC,2015,
PSV,2016,
GBA,2006,
PC,2013,
XB,2002,tbd
PS2,2006,
DS,2008,tbd
PSP,2010,
PSV,2016,8.4
PS4,2015,8.4
GBA,2002,
PSP,2010,
PSP,2005,8.2
XB,2004,8.7
XB,2003,tbd
PC,2009,8.6
3DS,2015,
DS,2013,tbd
DS,2009,
PC,2002,8.5
Wii,2009,tbd
DS,2009,
PSP,2010,
Wii,2009,
DS,2006,4.5
PSP,2011,
PC,2008,7
DS,2010,
PC,2009,6.2
PS,2000,
GC,2002,tbd
PSP,2013,
PSV,2015,
GBA,2005,tbd
SNES,1994,
DS,2005,
PS2,2008,
X360,2012,
PC,2015,4.8
XB,2005,tbd
XB,2002,tbd
PSP,2011,
DS,2008,tbd
PSP,2011,
PS2,2009,
PSP,2011,
PSP,2010,
PC,,5.9
PSP,2012,
Wii,2009,tbd
XB,,
DS,2008,
PS3,2012,
DS,2006,
GC,2005,tbd
PS3,2010,
PSV,2016,
PSV,2011,
PC,2010,7.9
PS3,2013,
PC,2016,6.1
PC,2011,tbd
PSV,2016,
SAT,1995,
WiiU,2013,
DS,2007,tbd
X360,2011,
X360,2011,
X360,2014,7.3
PSV,2013,
GBA,,tbd
PC,2010,
PSP,2009,tbd
DS,2006,4.5
PS4,2016,
PC,2006,
PS3,2009,6.9
GBA,2002,tbd
PSV,2016,
Wii,2010,tbd
PS2,2008,
PSP,2011,
X360,2011,
PS3,2009,
PC,2012,8.3
PS2,2005,tbd
GBA,2003,7.8
PS,1998,
DS,2009,tbd
PSP,2011,
PS,1997,
XB,2003,tbd
Wii,2007,
3DS,2011,
PSP,2011,
PS2,2007,
X360,2010,
PSP,2006,7.9
PC,2001,8.6
PSV,2016,
PS3,2014,3.5
GC,2003,
PS3,2016,
PSV,2015,
XB,2006,8.6
GC,2003,tbd
PSP,2011,
DS,2010,
GBA,2006,tbd
GBA,2002,tbd
PSV,2015,
DS,2009,
PSV,2013,7.4
DS,2007,tbd
XB,2005,tbd
DS,2011,
DS,2007,
3DS,2015,
PSP,2009,
PSP,2009,
SAT,1995,
PSP,2009,
PS2,2001,
PC,2006,7.4
PSP,2012,
PS3,2012,
PS2,2007,
PS2,2006,8.5
PSV,2013,8.2
GC,2003,8.2
Wii,2007,6
PC,2004,7.5
PS3,2010,
Wii,2009,tbd
PS,1995,
PS2,2006,
GBA,2003,
PS4,2016,6.6
XB,2003,
PC,2010,8.4
PS3,2014,
Wii,2013,
PS3,2015,
3DS,2015,8.8
PS2,2006,
PC,2008,
3DS,2013,
GC,2003,9
PSP,2012,
X360,2008,
PS2,2006,
GBA,2003,9.3
PS3,2016,tbd
PC,2008,
DS,2006,tbd
DS,2009,
PC,2003,9
PC,2011,7.6
PC,2010,
GBA,2004,6.5
PS,1996,
PS2,2004,tbd
DS,2011,
DS,2007,
PS,1995,
PS,1997,
XB,2006,7.7
XOne,2015,tbd
PSV,2014,
PS2,2001,
PS2,2002,
XOne,2016,7.4
PS4,2016,
PSV,2016,8.3
3DS,2016,tbd
PSP,2010,
PC,2006,8.7
X360,2010,
GC,2004,
PSP,2010,
PSP,2006,tbd
DS,2007,
PS2,2007,6.1
PS3,2012,
PS,1997,
DS,2008,
PS4,2015,
PS2,2008,tbd
PS2,2006,6.7
SNES,1995,
GBA,2006,9.3
3DS,2016,
PS,1999,
3DS,2014,
PC,2008,6.4
PC,2007,7.3
DS,2007,2.5
GBA,2005,
PSV,2014,
PC,2009,4.7
PS4,2015,6.6
Wii,2009,tbd
Wii,2007,
PS4,2016,7.8
GBA,2005,tbd
PC,2008,7.5
PS2,2005,
PSV,2016,
PC,2003,3.2
GBA,2006,7.4
DS,2008,
3DS,2016,7.4
PC,2007,7.8
DS,2009,
XB,2006,1.2
PS2,2005,7.3
PC,2010,8.3
Wii,2009,tbd
PC,2006,6.8
DS,2010,tbd
PS2,2008,
PS2,2006,
PC,2011,6.4
GBA,2004,
Wii,2009,tbd
PSV,2012,
DS,2009,tbd
PS2,2006,
DS,2008,
PC,2010,6.3
Wii,2008,2
PC,2008,7.9
XB,,
PSP,2011,
PSP,2007,
SAT,1996,
PSV,2012,
PS2,2006,tbd
Wii,2008,
DS,2009,tbd
X360,2011,
PS4,2016,6.2
DS,2009,
Wii,2009,tbd
Wii,2010,tbd
PS4,2016,tbd
PS2,2001,
PSP,2010,
PS3,2016,
PS,1996,
PSP,2013,
Wii,,
PS2,2003,5.3
DS,2008,tbd
GBA,2003,tbd
PC,2005,8.6
PSP,2012,
DS,2012,
PC,2009,
PC,2002,8.6
DS,2010,
PS3,2013,
PS2,2007,
PS2,2006,6.6
PC,2011,7.5
GBA,2006,
PS,1998,
DS,2010,tbd
PSV,2014,
PSP,2011,
DS,2012,
PC,2012,6.2
DS,2007,7.3
PSP,2009,
DS,2008,
SNES,1994,
DS,2008,
Wii,2007,tbd
PS,1996,
DS,2009,tbd
PSV,2015,6.8
PS4,2015,6.4
PS2,2009,
XOne,2016,tbd
3DS,2016,
PC,2005,7.9
PS,1995,
DS,2007,
PC,2009,8.4
PSV,2012,
PS2,2002,
PSP,2006,
DS,2011,
PSV,2016,
PS3,2011,
DS,2012,
PSP,2009,
PC,2004,8.2
DS,2007,
GC,2002,6.1
PC,2014,6.2
GBA,2005,
PSV,2014,
PS2,2010,
PSP,2010,
XB,2004,
PSV,2013,
GC,,tbd
SAT,1995,
X360,2009,
PS2,2007,
Wii,2010,tbd
Wii,2009,
PS4,2015,
PS3,2015,
DS,2008,
PS2,2005,
DS,2009,tbd
PC,2009,6.7
PS3,2012,
X360,2015,tbd
XB,2003,3.7
PS4,2016,tbd
PS3,,
GBA,2004,7.2
PS2,2006,
DS,2010,tbd
PSP,2014,
WiiU,2013,3.9
PS2,2006,
WiiU,2014,
Wii,2011,tbd
GC,2005,
GC,2002,tbd
X360,2011,
X360,2010,
PSP,2005,
DS,2012,tbd
XB,2005,8
PSP,2012,
XB,2004,8
PSV,2016,
PS3,2010,
XB,2002,5.5
PSP,2011,
PS2,2006,6
PSP,2008,
PC,2015,7.7
PS4,2014,7.1
GBA,2003,tbd
PS3,2015,
XB,2004,tbd
DS,2010,
PS3,2015,8.2
PSV,2014,
XB,2005,7.7
PSP,2011,
PS4,2016,tbd
PSP,2008,
PC,2007,7.8
DS,2010,
DS,2008,tbd
PC,2006,6.5
DS,2007,
DS,2008,
X360,2011,
PC,2006,8.6
PC,2003,8.7
PC,2008,7.9
XB,2005,tbd
XB,2005,9.2
PS,1998,
PS2,2006,4.2
PSP,2010,tbd
PS3,2009,6.9
X360,2012,5.3
GBA,2002,tbd
3DO,1994,
PS,1997,
PC,2007,7.7
PSP,,
PS,2000,tbd
Wii,,
DS,2006,5.4
PSP,2007,
Wii,2008,
PS4,2015,7.6
PSV,2015,
PC,2009,tbd
PS2,2006,
DS,2008,tbd
PS2,2006,
X360,2009,
PC,2006,8.3
Wii,2011,tbd
PC,2011,
PC,2005,
GBA,2002,tbd
PSV,2015,
PS,2002,
DS,2006,
Wii,2008,
PSV,2016,
PS2,2004,
X360,2011,
PC,2009,tbd
PSP,2010,
GC,2004,tbd
PSP,2011,
3DS,2013,
Wii,2011,
PSP,2006,7.6
PS,1997,
PSP,2011,
DS,2007,
PSP,2013,
PS4,2016,6.5
Wii,2008,4
PS2,2006,
X360,2015,7
DS,,
PS,1998,
DS,2009,
PC,1998,8.6
DS,2008,
X360,2013,
PC,2011,tbd
GBA,2004,tbd
Wii,2011,
PSP,2010,
PS3,2016,tbd
PS2,2008,
DS,2009,2.2
PS2,2001,
PSP,2012,
XB,2002,tbd
PSP,2006,tbd
PS,1999,
PS3,2015,
Wii,2011,tbd
DS,2007,
PC,2009,7.9
Wii,2008,tbd
X360,2016,tbd
PS3,2016,
PC,2008,8.7
PS2,2007,
PS3,2011,
GBA,2002,
PS4,2016,
DS,2006,7.1
PC,2010,
GBA,2002,tbd
DS,2011,
Wii,2009,
PC,2008,6.8
PS2,2007,
GBA,2002,8.3
DS,2010,
PC,2010,5.7
DS,2011,
PS,1997,
GBA,2002,
X360,2011,tbd
Wii,2008,6.4
PSV,2016,
PSP,2013,
Wii,2012,
PC,2007,4.3
DS,2010,
PSP,2007,6.5
PC,2010,6.2
PSP,2010,
PS2,2007,
PS,1999,tbd
DS,2007,
PS4,2016,7.9
PS2,2007,
PC,2008,7.3
PS2,2008,
XB,2002,tbd
PC,2012,8
PSP,2011,
XB,2005,7.4
X360,2006,
PS3,2016,
PSP,2013,
PSP,2009,
X360,2009,tbd
PC,2008,7.9
PS2,2008,
Wii,2010,tbd
DS,2009,
PC,2007,7.3
PS2,2008,
PC,2003,8.6
X360,2011,
PS2,2006,
PS2,2006,
PSV,2016,7.3
PSP,2005,
PC,2009,8.2
PSP,2009,8.3
3DS,2015,tbd
PSP,2010,
GBA,2003,8.1
XB,2006,tbd
PC,2005,8.6
PSP,2007,
XB,2004,9.1
DS,2006,
PSV,2016,
3DS,2014,9
PS2,2010,
PS2,2002,
PC,2009,tbd
PSV,2015,
PS,2002,
Wii,2008,0.6
DS,2007,tbd
PSP,2010,
PSP,2012,
PS2,2006,8.6
GC,2002,7.4
PC,2006,tbd
XB,2003,
PS3,2012,tbd
PS2,2005,
PS4,2016,4.5
PS2,2006,7.4
PS3,2015,
PC,2005,8.6
WiiU,2013,5.5
PSV,2015,
PSV,2014,
DS,2005,
PC,2012,6.4
PC,2008,7.8
PS3,2009,
DS,2009,
PC,2008,6.9
DS,2012,
PSP,2010,
XOne,2015,4.3
GC,2003,tbd
PC,2009,6.7
DS,2006,
PS4,2016,
XB,2006,tbd
PSP,2007,
PS,1999,
DS,2006,
PS2,2002,tbd
XB,2005,5.5
PS2,2007,
PS3,2013,
SNES,1996,
PC,2014,7.8
PS2,2007,
DS,2009,
PS2,2006,7
PS3,2011,
X360,2011,
PS2,2006,
GC,2003,8
PSP,2009,
PC,2007,8.1
SAT,1996,
Wii,,tbd
PC,2009,3.9
PSP,2006,
DS,2010,tbd
PC,2012,5.4
DS,2011,
PS3,2016,7
PS3,2014,
PSP,2011,
GC,2004,8.4
PSV,2015,
PS3,2010,
PC,2010,
XB,2004,4.5
DS,2008,
PS2,2002,
DS,2006,7.7
PC,2006,8.8
PS2,2007,
Wii,2010,
DS,2010,tbd
PC,2009,8
PC,2012,
Wii,2009,tbd
PC,2008,9.2
DS,,tbd
PS,1997,
3DS,2012,tbd
PSV,2016,
PS2,2008,
PS2,2009,
PSP,2011,
PSP,2012,
PSP,2010,
XB,2005,6.5
PS2,2004,7.7
PSP,2012,
DS,2008,
PS3,2010,
PSV,2016,
PC,2010,
3DS,2012,
PC,2008,
GC,2004,tbd
DS,2009,tbd
PSP,2007,
DS,2010,
PSP,2012,
PS3,2012,
DS,2008,tbd
DS,2009,tbd
3DS,2011,6.3
PC,2009,6.7
PC,2001,
PS2,2006,
PC,2011,7.3
DS,2008,
PS2,2006,
XB,2003,6
Wii,2009,tbd
Wii,2007,
PS,2000,
PSP,2006,
DS,2010,tbd
DS,2007,tbd
PC,2008,
PC,2011,tbd
PS3,2014,
GC,2004,tbd
PC,2008,tbd
DS,2007,
3DS,,
SNES,1994,
SAT,1994,
DS,2011,tbd
XB,2003,
Wii,2007,2.8
PC,2005,8.3
PC,2007,8.1
PSP,2009,
PC,2006,7.5
PS2,2002,tbd
PS3,2012,
PC,2006,
PSP,2013,
PC,2015,tbd
PC,2008,6.8
PC,2005,7.6
GC,2003,7
PSP,2008,
PC,2001,9.1
PS2,2006,tbd
PS4,2016,4.7
GBA,2004,tbd
PSP,2010,
Wii,2007,
PC,2008,
XOne,2016,tbd
PC,2005,
DS,2008,
DS,2005,6.5
PSP,2011,
XB,2004,
X360,2010,
PC,2016,
SAT,1996,
PS2,2008,
DS,2009,
PC,1998,9
X360,2015,7.5
WiiU,2013,5.8
PS2,2011,
3DS,2012,
GC,2002,tbd
PS2,2007,
PSP,2010,
PS4,2016,6.1
PC,2009,7.3
PSP,2007,5.3
PS2,2002,
DS,2006,
DS,2011,
PS,1996,
X360,2012,
PC,2002,7.7
PC,2005,8.2
DS,2007,
DS,2010,tbd
XB,2006,tbd
PS3,2013,
PS2,2007,tbd
PC,2008,
PC,2007,5.8
DS,2007,
XOne,2016,tbd
PS,1995,
PSV,2016,
DS,2009,
PSP,2010,
PC,2014,1.4
PC,2016,3.7
GBA,2003,tbd
PS2,2006,
PS2,2002,
PC,2009,6
Wii,2006,tbd
X360,2011,
DS,2010,
GBA,2005,
PS3,2014,7.3
PC,2007,7.1
PS3,2015,6.2
PSP,2011,
DS,2008,tbd
PS2,2006,
PC,2004,8.9
Wii,2008,
DS,2012,
PS3,2012,
DS,2011,
GBA,2005,
PSP,2013,
PS3,2012,
SAT,1998,
PS3,2012,
PC,2015,
GBA,2002,tbd
DS,2007,tbd
PSV,2015,
PSP,2005,tbd
PSV,2015,
DS,2008,tbd
PC,2008,7.8
PC,2011,tbd
PSP,2011,
XB,2004,6.8
DS,2011,tbd
Wii,2008,
PSP,2013,
PSP,2008,
DS,2008,tbd
GBA,2001,tbd
X360,2011,
GBA,2002,tbd
XB,2005,2.8
PS3,2015,
PC,2008,8.2
DS,2010,tbd
DS,2010,
XOne,2016,7.1
PC,2009,4.9
PS,2001,
PSP,2012,
DS,2008,
PSV,2015,
N64,1999,
N64,2000,
DS,2010,
DS,2011,tbd
PSP,2006,
XOne,2016,
PS,2002,
PSP,2011,
DS,2009,
PC,2004,8.1
PS2,2006,7
PS3,2013,
Wii,2010,tbd
Wii,2009,tbd
PC,2009,6.4
Wii,2009,
PS,1999,
PSV,2012,
PSP,2011,
X360,2010,
PSP,2006,
PC,2016,2.4
PC,2012,6.5
XB,2003,6.8
XOne,2016,5.8
PS4,2016,8.5
PSP,2010,
PC,2016,8.5
PSP,2012,
PSP,2006,
3DS,2011,
DS,2008,
DS,2011,
PSP,2012,
PC,2014,5.4
PS3,2013,
PC,2011,
XB,2005,3.6
PS2,2007,
GC,2002,tbd
PS2,2010,
PSP,2013,
PSV,2015,
WiiU,2013,5.8
PC,2006,4.6
PC,2007,6.3
PSP,2014,
GBA,2006,
PS2,2006,
PS2,2008,tbd
PSV,2015,7.4
DS,2009,tbd
PS3,2011,
PS3,2014,
PSP,2010,
PSP,2008,
PC,2006,tbd
PSP,2013,
XB,2005,7.5
3DS,2014,2.4
PC,2006,7.8
PS2,2004,tbd
3DS,2015,
DS,2008,
PS2,2008,
PSP,2012,
PC,2008,tbd
PSP,2009,
3DS,2015,
DS,2007,tbd
DS,2007,
PS3,2013,7.9
Wii,2011,tbd
DS,,
PS2,2006,
PC,2013,
PC,2009,
PC,2011,
GBA,2001,tbd
PSP,2011,
XB,2004,8.8
PS3,2012,
Wii,2008,tbd
PSP,2008,
PSP,2007,
PS2,2010,
PSV,2015,
PC,2012,
PC,2012,6
PC,1994,
PS3,2015,
PS2,2006,
PSV,2015,
PS,1998,
PS4,2015,
Wii,,
PSP,2013,
PC,2009,8.3
3DO,1995,
PSV,2015,
PSP,2010,
XOne,2016,
Wii,2006,
Wii,2009,tbd
Wii,2009,tbd
PS3,2011,6.8
PC,2009,
PC,2007,
PSV,2015,
PC,2012,
PS2,2008,
PC,2010,
GBA,2002,tbd
XB,2005,tbd
PSP,2008,
PS3,2015,tbd
X360,2015,6.8
GC,2003,tbd
XOne,2016,4.2
PC,1995,
PC,2008,7.9
XB,2002,tbd
PC,2006,
PSP,2010,
PC,2006,4.1
DS,2008,tbd
PS,2000,8.8
PC,2009,7.1
PS2,2007,
X360,2011,
PC,2011,4.7
PSP,2013,
PS,2000,8.4
X360,2012,
PSP,2009,
PSV,2014,
PS2,2007,
PS4,2016,
PSP,2012,
PS2,2009,
PC,2003,8.7
DS,2007,7.5
PS,1997,
PSP,2009,
Wii,2010,tbd
PS2,2006,
GBA,2006,tbd
GC,2003,3.3
WiiU,2014,
3DS,2015,
X360,2011,5.7
X360,2012,7.6
DS,2010,
PSV,2013,
PC,2007,7.2
GBA,2006,
XOne,2015,6.6
PS2,2008,
PS3,2016,
PS2,2006,
XB,2006,tbd
Wii,2010,
PSV,2016,
X360,2012,7.3
PS3,2015,
PSV,2016,
GBA,2006,
PSV,2015,
XB,2006,8.6
PC,2005,6.1
PS3,2015,
TG16,1995,
PS2,2007,
GBA,2002,tbd
PS2,2007,
DS,2008,tbd
